,departure,arrival,continental
1294,FI,DE,1
1295,FI,GR,1
1296,FI,HU,1
1297,FI,IS,1
1298,FI,IT,1
1299,FI,LV,1
1300,FI,LY,1
1301,FI,LI,1
1302,FI,LT,1
1303,FI,LU,1
1304,FI,MT,1
1305,FI,MC,1
1306,FI,MA,1
1307,FI,NL,1
1308,FI,NO,1
1309,FI,PL,1
1310,FI,PT,1
1311,FI,MD,1
1312,FI,RO,1
1313,FI,RU,1
1314,FI,SM,1
1315,FI,SK,1
1316,FI,SI,1
1317,FI,ES,1
1318,FI,SE,1
1319,FI,CH,1
1320,FI,TN,1
1321,FI,TR,1
1322,FI,UA,1
1323,FI,GB,1
1324,FR,GE,1
1325,FR,DE,1
1326,FR,GR,1
1327,FR,HU,1
1328,FR,IS,1
1329,FR,IT,1
1330,FR,LV,1
1331,FR,LY,1
1332,FR,LI,1
1333,FR,LT,1
1334,FR,LU,1
1335,FR,MT,1
1336,FR,MC,1
1337,FR,MA,1
1338,FR,NL,1
1339,FR,NO,1
1340,FR,PL,1
1341,FR,PT,1
1342,FR,MD,1
1343,FR,RO,1
1344,FR,RU,1
1345,FR,SM,1
1346,FR,SK,1
1347,FR,SI,1
1348,FR,ES,1
1349,FR,SE,1
1350,FR,CH,1
1351,FR,TN,1
1352,FR,TR,1
1353,FR,UA,1
1354,FR,GB,1
1355,GA,GM,1
1356,GA,GH,1
1357,GA,KE,1
1358,GA,LS,1
1359,GA,LR,1
1360,GA,MG,1
1361,GA,MW,1
1362,GA,ML,1
1363,GA,MR,1
1364,GA,MU,1
1365,GA,MZ,1
1366,GA,,1
1367,GA,RW,1
1368,GA,ST,1
1369,GA,SN,1
1370,GA,SC,1
1371,GA,SL,1
1372,GA,SO,1
1373,GA,ZA,1
1374,GA,SS,1
1375,GA,SD,1
1376,GA,TG,1
1377,GA,UG,1
1378,GA,TZ,1
1379,GA,ZM,1
1380,GA,ZW,1
1381,GM,GH,1
1382,GM,KE,1
1383,GM,LS,1
1384,GM,LR,1
1385,GM,MG,1
1386,GM,MW,1
1387,GM,ML,1
1388,GM,MR,1
1389,GM,MU,1
1390,GM,MZ,1
1391,GM,,1
1392,GM,RW,1
1393,GM,ST,1
1394,GM,SN,1
1395,GM,SC,1
1396,GM,SL,1
1397,GM,SO,1
1398,GM,ZA,1
1399,GM,SS,1
1400,GM,SD,1
1401,GM,TG,1
1402,GM,UG,1
1403,GM,TZ,1
1404,GM,ZM,1
1405,GM,ZW,1
1406,GE,DE,1
1407,GE,GR,1
1408,GE,HU,1
1409,GE,IS,1
1410,GE,IT,1
1411,GE,LV,1
1412,GE,LY,1
1413,GE,LI,1
1414,GE,LT,1
1415,GE,LU,1
1416,GE,MT,1
1417,GE,MC,1
1418,GE,MA,1
1419,GE,NL,1
1420,GE,NO,1
1421,GE,PL,1
1422,GE,PT,1
1423,GE,MD,1
1424,GE,RO,1
1425,GE,RU,1
1426,GE,SM,1
1427,GE,SK,1
1428,GE,SI,1
1429,GE,ES,1
1430,GE,SE,1
1431,GE,CH,1
1432,GE,TN,1
1433,GE,TR,1
1434,GE,UA,1
1435,GE,GB,1
1436,DE,GR,1
1437,DE,HU,1
1438,DE,IS,1
1439,DE,IT,1
1440,DE,LV,1
1441,DE,LY,1
1442,DE,LI,1
1443,DE,LT,1
1444,DE,LU,1
1445,DE,MT,1
1446,DE,MC,1
1447,DE,MA,1
1448,DE,NL,1
1449,DE,NO,1
1450,DE,PL,1
1451,DE,PT,1
1452,DE,MD,1
1453,DE,RO,1
1454,DE,RU,1
1455,DE,SM,1
1456,DE,SK,1
1457,DE,SI,1
1458,DE,ES,1
1459,DE,SE,1
1460,DE,CH,1
1461,DE,TN,1
1462,DE,TR,1
1463,DE,UA,1
1464,DE,GB,1
1465,GH,KE,1
1466,GH,LS,1
1467,GH,LR,1
1468,GH,MG,1
1469,GH,MW,1
1470,GH,ML,1
1471,GH,MR,1
1472,GH,MU,1
1473,GH,MZ,1
1474,GH,,1
1475,GH,RW,1
1476,GH,ST,1
1477,GH,SN,1
1478,GH,SC,1
1479,GH,SL,1
1480,GH,SO,1
1481,GH,ZA,1
1482,GH,SS,1
1483,GH,SD,1
1484,GH,TG,1
1485,GH,UG,1
1486,GH,TZ,1
1487,GH,ZM,1
1488,GH,ZW,1
1489,GR,HU,1
1490,GR,IS,1
1491,GR,IT,1
1492,GR,LV,1
1493,GR,LY,1
1494,GR,LI,1
1495,GR,LT,1
1496,GR,LU,1
1497,GR,MT,1
1498,GR,MC,1
1499,GR,MA,1
1500,GR,NL,1
1501,GR,NO,1
1502,GR,PL,1
1503,GR,PT,1
1504,GR,MD,1
1505,GR,RO,1
1506,GR,RU,1
1507,GR,SM,1
1508,GR,SK,1
1509,GR,SI,1
1510,GR,ES,1
1511,GR,SE,1
1512,GR,CH,1
1513,GR,TN,1
1514,GR,TR,1
1515,GR,UA,1
1516,GR,GB,1
1517,GD,GT,1
1518,GD,HT,1
1519,GD,HN,1
1520,GD,JM,1
1521,GD,MX,1
1522,GD,NI,1
1523,GD,PA,1
1524,TT,GD,1
1525,GD,US,1
1526,GT,HT,1
1527,GT,HN,1
1528,GT,JM,1
1529,GT,MX,1
1530,GT,NI,1
1531,GT,PA,1
1532,TT,GT,1
1533,GT,US,1
1534,GY,PY,1
1535,GY,PE,1
1536,GY,SR,1
1537,GY,UY,1
1538,GY,VE,1
1539,HT,HN,1
1540,HT,JM,1
1541,HT,MX,1
1542,HT,NI,1
1543,HT,PA,1
1544,TT,HT,1
1545,HT,US,1
1546,HN,JM,1
1547,HN,MX,1
1548,HN,NI,1
1549,HN,PA,1
1550,TT,HN,1
1551,HN,US,1
1552,HU,IS,1
1553,HU,IT,1
1554,HU,LV,1
1555,HU,LY,1
1556,HU,LI,1
1557,HU,LT,1
1558,HU,LU,1
1559,HU,MT,1
1560,HU,MC,1
1561,HU,MA,1
1562,HU,NL,1
1563,HU,NO,1
1564,HU,PL,1
1565,HU,PT,1
1566,HU,MD,1
1567,HU,RO,1
1568,HU,RU,1
1569,HU,SM,1
1570,HU,SK,1
1571,HU,SI,1
1572,HU,ES,1
1573,HU,SE,1
1574,HU,CH,1
1575,HU,TN,1
1576,HU,TR,1
1577,HU,UA,1
1578,HU,GB,1
1579,IS,IT,1
1580,IS,LV,1
1581,IS,LY,1
1582,IS,LI,1
1583,IS,LT,1
1584,IS,LU,1
1585,IS,MT,1
1586,IS,MC,1
1587,IS,MA,1
1588,IS,NL,1
1589,IS,NO,1
1590,IS,PL,1
1591,IS,PT,1
1592,IS,MD,1
1593,IS,RO,1
1594,IS,RU,1
1595,IS,SM,1
1596,IS,SK,1
1597,IS,SI,1
1598,IS,ES,1
1599,IS,SE,1
1600,IS,CH,1
1601,IS,TN,1
1602,IS,TR,1
1603,IS,UA,1
1604,IS,GB,1
1605,IN,ID,1
1606,IN,IR,1
1607,IN,IQ,1
1608,IN,IL,1
1609,IN,JP,1
1610,IN,JO,1
1611,IN,KZ,1
1612,IN,KW,1
1613,IN,KG,1
1614,LA,IN,1
1615,IN,LB,1
1616,IN,MY,1
1617,IN,MV,1
1618,IN,MN,1
1619,IN,MM,1
1620,IN,NP,1
1621,IN,PK,1
1622,IN,PH,1
1623,IN,QA,1
1624,KR,IN,1
1625,IN,SA,1
1626,IN,SG,1
1627,IN,LK,1
1628,IN,TJ,1
1629,IN,TH,1
1630,IN,TL,1
1631,IN,TM,1
1632,AE,IN,1
1633,IN,UZ,1
1634,IN,VN,1
1635,ID,IR,1
1636,ID,IQ,1
1637,ID,IL,1
1638,ID,JP,1
1639,ID,JO,1
1640,ID,KZ,1
1641,ID,KW,1
1642,ID,KG,1
1643,LA,ID,1
1644,ID,LB,1
1645,ID,MY,1
1646,ID,MV,1
1647,ID,MN,1
1648,ID,MM,1
1649,ID,NP,1
1650,ID,PK,1
1651,ID,PH,1
1652,ID,QA,1
1653,KR,ID,1
1654,ID,SA,1
1655,ID,SG,1
1656,ID,LK,1
1657,ID,TJ,1
1658,ID,TH,1
1659,ID,TL,1
1660,ID,TM,1
1661,AE,ID,1
1662,ID,UZ,1
1663,ID,VN,1
1664,IR,IQ,1
1665,IR,IL,1
1666,IR,JP,1
1667,IR,JO,1
1668,IR,KZ,1
1669,IR,KW,1
1670,IR,KG,1
1671,LA,IR,1
1672,IR,LB,1
1673,IR,MY,1
1674,IR,MV,1
1675,IR,MN,1
1676,IR,MM,1
1677,IR,NP,1
1678,IR,PK,1
1679,IR,PH,1
1680,IR,QA,1
1681,KR,IR,1
1682,IR,SA,1
1683,IR,SG,1
1684,IR,LK,1
1685,IR,TJ,1
1686,IR,TH,1
1687,IR,TL,1
1688,IR,TM,1
1689,AE,IR,1
1690,IR,UZ,1
1691,IR,VN,1
1692,IQ,IL,1
1693,IQ,JP,1
1694,IQ,JO,1
1695,IQ,KZ,1
1696,IQ,KW,1
1697,IQ,KG,1
1698,LA,IQ,1
1699,IQ,LB,1
1700,IQ,MY,1
1701,IQ,MV,1
1702,IQ,MN,1
1703,IQ,MM,1
1704,IQ,NP,1
1705,IQ,PK,1
1706,IQ,PH,1
1707,IQ,QA,1
1708,KR,IQ,1
1709,IQ,SA,1
1710,IQ,SG,1
1711,IQ,LK,1
1712,IQ,TJ,1
1713,IQ,TH,1
1714,IQ,TL,1
1715,IQ,TM,1
1716,AE,IQ,1
1717,IQ,UZ,1
1718,IQ,VN,1
1719,IL,JP,1
1720,IL,JO,1
1721,IL,KZ,1
1722,IL,KW,1
1723,IL,KG,1
1724,LA,IL,1
1725,IL,LB,1
1726,IL,MY,1
1727,IL,MV,1
1728,IL,MN,1
1729,IL,MM,1
1730,IL,NP,1
1731,IL,PK,1
1732,IL,PH,1
1733,IL,QA,1
1734,KR,IL,1
1735,IL,SA,1
1736,IL,SG,1
1737,IL,LK,1
1738,IL,TJ,1
1739,IL,TH,1
1740,IL,TL,1
1741,IL,TM,1
1742,AE,IL,1
1743,IL,UZ,1
1744,IL,VN,1
1745,IT,LV,1
1746,IT,LY,1
1747,IT,LI,1
1748,IT,LT,1
1749,IT,LU,1
1750,IT,MT,1
1751,IT,MC,1
1752,IT,MA,1
1753,IT,NL,1
1754,IT,NO,1
1755,IT,PL,1
1756,IT,PT,1
1757,IT,MD,1
1758,IT,RO,1
1759,IT,RU,1
1760,IT,SM,1
1761,IT,SK,1
1762,IT,SI,1
1763,IT,ES,1
1764,IT,SE,1
1765,IT,CH,1
1766,IT,TN,1
1767,IT,TR,1
1768,IT,UA,1
1769,IT,GB,1
1770,JM,MX,1
1771,JM,NI,1
1772,JM,PA,1
1773,TT,JM,1
1774,JM,US,1
1775,JP,JO,1
1776,JP,KZ,1
1777,JP,KW,1
1778,JP,KG,1
1779,LA,JP,1
1780,JP,LB,1
1781,JP,MY,1
1782,JP,MV,1
1783,JP,MN,1
1784,JP,MM,1
1785,JP,NP,1
1786,JP,PK,1
1787,JP,PH,1
1788,JP,QA,1
1789,KR,JP,1
1790,JP,SA,1
1791,JP,SG,1
1792,JP,LK,1
1793,JP,TJ,1
1794,JP,TH,1
1795,JP,TL,1
1796,JP,TM,1
1797,AE,JP,1
1798,JP,UZ,1
1799,JP,VN,1
1800,JO,KZ,1
1801,JO,KW,1
1802,JO,KG,1
1803,LA,JO,1
1804,JO,LB,1
1805,JO,MY,1
1806,JO,MV,1
1807,JO,MN,1
1808,JO,MM,1
1809,JO,NP,1
1810,JO,PK,1
1811,JO,PH,1
1812,JO,QA,1
1813,KR,JO,1
1814,JO,SA,1
1815,JO,SG,1
1816,JO,LK,1
1817,JO,TJ,1
1818,JO,TH,1
1819,JO,TL,1
1820,JO,TM,1
1821,AE,JO,1
1822,JO,UZ,1
1823,JO,VN,1
1824,KZ,KW,1
1825,KZ,KG,1
1826,LA,KZ,1
1827,KZ,LB,1
1828,KZ,MY,1
1829,KZ,MV,1
1830,KZ,MN,1
1831,KZ,MM,1
1832,KZ,NP,1
1833,KZ,PK,1
1834,KZ,PH,1
1835,KZ,QA,1
1836,KR,KZ,1
1837,KZ,SA,1
1838,KZ,SG,1
1839,KZ,LK,1
1840,KZ,TJ,1
1841,KZ,TH,1
1842,KZ,TL,1
1843,KZ,TM,1
1844,AE,KZ,1
1845,KZ,UZ,1
1846,KZ,VN,1
1847,KE,LS,1
1848,KE,LR,1
1849,KE,MG,1
1850,KE,MW,1
1851,KE,ML,1
1852,KE,MR,1
1853,KE,MU,1
1854,KE,MZ,1
1855,KE,,1
1856,KE,RW,1
1857,KE,ST,1
1858,KE,SN,1
1859,KE,SC,1
1860,KE,SL,1
1861,KE,SO,1
1862,KE,ZA,1
1863,KE,SS,1
1864,KE,SD,1
1865,KE,TG,1
1866,KE,UG,1
1867,KE,TZ,1
1868,KE,ZM,1
1869,KE,ZW,1
1870,KI,MH,1
1871,KI,FM,1
1872,KI,NR,1
1873,KI,NZ,1
1874,KI,PW,1
1875,PG,KI,1
1876,KI,WS,1
1877,KI,SB,1
1878,KI,TO,1
1879,KI,TV,1
1880,KI,VU,1
1881,KW,KG,1
1882,LA,KW,1
1883,KW,LB,1
1884,KW,MY,1
1885,KW,MV,1
1886,KW,MN,1
1887,KW,MM,1
1888,KW,NP,1
1889,KW,PK,1
1890,KW,PH,1
1891,KW,QA,1
1892,KR,KW,1
1893,KW,SA,1
1894,KW,SG,1
1895,KW,LK,1
1896,KW,TJ,1
1897,KW,TH,1
1898,KW,TL,1
1899,KW,TM,1
1900,AE,KW,1
1901,KW,UZ,1
1902,KW,VN,1
1903,LA,KG,1
1904,KG,LB,1
1905,KG,MY,1
1906,KG,MV,1
1907,KG,MN,1
1908,KG,MM,1
1909,KG,NP,1
1910,KG,PK,1
1911,KG,PH,1
1912,KG,QA,1
1913,KR,KG,1
1914,KG,SA,1
1915,KG,SG,1
1916,KG,LK,1
1917,KG,TJ,1
1918,KG,TH,1
1919,KG,TL,1
1920,KG,TM,1
1921,AE,KG,1
1922,KG,UZ,1
1923,KG,VN,1
1924,LA,LB,1
1925,LA,MY,1
1926,LA,MV,1
1927,LA,MN,1
1928,LA,MM,1
1929,LA,NP,1
1930,LA,PK,1
1931,LA,PH,1
1932,LA,QA,1
1933,KR,LA,1
1934,LA,SA,1
1935,LA,SG,1
1936,LA,LK,1
1937,LA,TJ,1
1938,LA,TH,1
1939,LA,TL,1
1940,LA,TM,1
1941,LA,AE,1
1942,LA,UZ,1
1943,LA,VN,1
1944,LV,LY,1
1945,LV,LI,1
1946,LV,LT,1
1947,LV,LU,1
1948,LV,MT,1
1949,LV,MC,1
1950,LV,MA,1
1951,LV,NL,1
1952,LV,NO,1
1953,LV,PL,1
1954,LV,PT,1
1955,LV,MD,1
1956,LV,RO,1
1957,LV,RU,1
1958,LV,SM,1
1959,LV,SK,1
1960,LV,SI,1
1961,LV,ES,1
1962,LV,SE,1
1963,LV,CH,1
1964,LV,TN,1
1965,LV,TR,1
1966,LV,UA,1
1967,LV,GB,1
1968,LB,MY,1
1969,LB,MV,1
1970,LB,MN,1
1971,LB,MM,1
1972,LB,NP,1
1973,LB,PK,1
1974,LB,PH,1
1975,LB,QA,1
1976,KR,LB,1
1977,LB,SA,1
1978,LB,SG,1
1979,LB,LK,1
1980,LB,TJ,1
1981,LB,TH,1
1982,LB,TL,1
1983,LB,TM,1
1984,AE,LB,1
1985,LB,UZ,1
1986,LB,VN,1
1987,LS,LR,1
1988,LS,MG,1
1989,LS,MW,1
1990,LS,ML,1
1991,LS,MR,1
1992,LS,MU,1
1993,LS,MZ,1
1994,LS,,1
1995,LS,RW,1
1996,LS,ST,1
1997,LS,SN,1
1998,LS,SC,1
1999,LS,SL,1
2000,LS,SO,1
2001,LS,ZA,1
2002,LS,SS,1
2003,LS,SD,1
2004,LS,TG,1
2005,LS,UG,1
2006,LS,TZ,1
2007,LS,ZM,1
2008,LS,ZW,1
2009,LR,MG,1
2010,LR,MW,1
2011,LR,ML,1
2012,LR,MR,1
2013,LR,MU,1
2014,LR,MZ,1
2015,LR,,1
2016,LR,RW,1
2017,LR,ST,1
2018,LR,SN,1
2019,LR,SC,1
2020,LR,SL,1
2021,LR,SO,1
2022,LR,ZA,1
2023,LR,SS,1
2024,LR,SD,1
2025,LR,TG,1
2026,LR,UG,1
2027,LR,TZ,1
2028,LR,ZM,1
2029,LR,ZW,1
2030,LY,LI,1
2031,LY,LT,1
2032,LY,LU,1
2033,LY,MT,1
2034,LY,MC,1
2035,LY,MA,1
2036,LY,NL,1
2037,LY,NO,1
2038,LY,PL,1
2039,LY,PT,1
2040,LY,MD,1
2041,LY,RO,1
2042,LY,RU,1
2043,LY,SM,1
2044,LY,SK,1
2045,LY,SI,1
2046,LY,ES,1
2047,LY,SE,1
2048,LY,CH,1
2049,LY,TN,1
2050,LY,TR,1
2051,LY,UA,1
2052,LY,GB,1
2053,LI,LT,1
2054,LI,LU,1
2055,LI,MT,1
2056,LI,MC,1
2057,LI,MA,1
2058,LI,NL,1
2059,LI,NO,1
2060,LI,PL,1
2061,LI,PT,1
2062,LI,MD,1
2063,LI,RO,1
2064,LI,RU,1
2065,LI,SM,1
2066,LI,SK,1
2067,LI,SI,1
2068,LI,ES,1
2069,LI,SE,1
2070,LI,CH,1
2071,LI,TN,1
2072,LI,TR,1
2073,LI,UA,1
2074,LI,GB,1
2075,LT,LU,1
2076,LT,MT,1
2077,LT,MC,1
2078,LT,MA,1
2079,LT,NL,1
2080,LT,NO,1
2081,LT,PL,1
2082,LT,PT,1
2083,LT,MD,1
2084,LT,RO,1
2085,LT,RU,1
2086,LT,SM,1
2087,LT,SK,1
2088,LT,SI,1
2089,LT,ES,1
2090,LT,SE,1
2091,LT,CH,1
2092,LT,TN,1
2093,LT,TR,1
2094,LT,UA,1
2095,LT,GB,1
2096,LU,MT,1
2097,LU,MC,1
2098,LU,MA,1
2099,LU,NL,1
2100,LU,NO,1
2101,LU,PL,1
2102,LU,PT,1
2103,LU,MD,1
2104,LU,RO,1
2105,LU,RU,1
2106,LU,SM,1
2107,LU,SK,1
2108,LU,SI,1
2109,LU,ES,1
2110,LU,SE,1
2111,LU,CH,1
2112,LU,TN,1
2113,LU,TR,1
2114,LU,UA,1
2115,LU,GB,1
2116,MG,MW,1
2117,MG,ML,1
2118,MG,MR,1
2119,MG,MU,1
2120,MG,MZ,1
2121,MG,,1
2122,MG,RW,1
2123,MG,ST,1
2124,MG,SN,1
2125,MG,SC,1
2126,MG,SL,1
2127,MG,SO,1
2128,MG,ZA,1
2129,MG,SS,1
2130,MG,SD,1
2131,MG,TG,1
2132,MG,UG,1
2133,MG,TZ,1
2134,MG,ZM,1
2135,MG,ZW,1
2136,MW,ML,1
2137,MW,MR,1
2138,MW,MU,1
2139,MW,MZ,1
2140,MW,,1
2141,MW,RW,1
2142,MW,ST,1
2143,MW,SN,1
2144,MW,SC,1
2145,MW,SL,1
2146,MW,SO,1
2147,MW,ZA,1
2148,MW,SS,1
2149,MW,SD,1
2150,MW,TG,1
2151,MW,UG,1
2152,MW,TZ,1
2153,MW,ZM,1
2154,MW,ZW,1
2155,MY,MV,1
2156,MY,MN,1
2157,MY,MM,1
2158,MY,NP,1
2159,MY,PK,1
2160,MY,PH,1
2161,MY,QA,1
2162,KR,MY,1
2163,MY,SA,1
2164,MY,SG,1
2165,MY,LK,1
2166,MY,TJ,1
2167,MY,TH,1
2168,MY,TL,1
2169,MY,TM,1
2170,AE,MY,1
2171,MY,UZ,1
2172,MY,VN,1
2173,MV,MN,1
2174,MV,MM,1
2175,MV,NP,1
2176,MV,PK,1
2177,MV,PH,1
2178,MV,QA,1
2179,KR,MV,1
2180,MV,SA,1
2181,MV,SG,1
2182,MV,LK,1
2183,MV,TJ,1
2184,MV,TH,1
2185,MV,TL,1
2186,MV,TM,1
2187,AE,MV,1
2188,MV,UZ,1
2189,MV,VN,1
2190,ML,MR,1
2191,ML,MU,1
2192,ML,MZ,1
2193,ML,,1
2194,ML,RW,1
2195,ML,ST,1
2196,ML,SN,1
2197,ML,SC,1
2198,ML,SL,1
2199,ML,SO,1
2200,ML,ZA,1
2201,ML,SS,1
2202,ML,SD,1
2203,ML,TG,1
2204,ML,UG,1
2205,ML,TZ,1
2206,ML,ZM,1
2207,ML,ZW,1
2208,MT,MC,1
2209,MT,MA,1
2210,MT,NL,1
2211,MT,NO,1
2212,MT,PL,1
2213,MT,PT,1
2214,MT,MD,1
2215,MT,RO,1
2216,MT,RU,1
2217,MT,SM,1
2218,MT,SK,1
2219,MT,SI,1
2220,MT,ES,1
2221,MT,SE,1
2222,MT,CH,1
2223,MT,TN,1
2224,MT,TR,1
2225,MT,UA,1
2226,MT,GB,1
2227,MH,FM,1
2228,MH,NR,1
2229,MH,NZ,1
2230,MH,PW,1
2231,PG,MH,1
2232,MH,WS,1
2233,MH,SB,1
2234,MH,TO,1
2235,MH,TV,1
2236,MH,VU,1
2237,MR,MU,1
2238,MR,MZ,1
2239,MR,,1
2240,MR,RW,1
2241,MR,ST,1
2242,MR,SN,1
2243,MR,SC,1
2244,MR,SL,1
2245,MR,SO,1
2246,MR,ZA,1
2247,MR,SS,1
2248,MR,SD,1
2249,MR,TG,1
2250,MR,UG,1
2251,MR,TZ,1
2252,MR,ZM,1
2253,MR,ZW,1
2254,MU,MZ,1
2255,MU,,1
2256,MU,RW,1
2257,MU,ST,1
2258,MU,SN,1
2259,MU,SC,1
2260,MU,SL,1
2261,MU,SO,1
2262,MU,ZA,1
2263,MU,SS,1
2264,MU,SD,1
2265,MU,TG,1
2266,MU,UG,1
2267,MU,TZ,1
2268,MU,ZM,1
2269,MU,ZW,1
2270,MX,NI,1
2271,MX,PA,1
2272,TT,MX,1
2273,MX,US,1
2274,FM,NR,1
2275,FM,NZ,1
2276,FM,PW,1
2277,PG,FM,1
2278,FM,WS,1
2279,FM,SB,1
2280,FM,TO,1
2281,FM,TV,1
2282,FM,VU,1
2283,MC,MA,1
2284,MC,NL,1
2285,MC,NO,1
2286,MC,PL,1
2287,MC,PT,1
2288,MD,MC,1
2289,MC,RO,1
2290,MC,RU,1
2291,MC,SM,1
2292,MC,SK,1
2293,MC,SI,1
2294,MC,ES,1
2295,MC,SE,1
2296,MC,CH,1
2297,MC,TN,1
2298,MC,TR,1
2299,MC,UA,1
2300,MC,GB,1
2301,MN,MM,1
2302,MN,NP,1
2303,MN,PK,1
2304,MN,PH,1
2305,MN,QA,1
2306,KR,MN,1
2307,MN,SA,1
2308,MN,SG,1
2309,MN,LK,1
2310,MN,TJ,1
2311,MN,TH,1
2312,MN,TL,1
2313,MN,TM,1
2314,AE,MN,1
2315,MN,UZ,1
2316,MN,VN,1
2317,MA,NL,1
2318,MA,NO,1
2319,MA,PL,1
2320,MA,PT,1
2321,MD,MA,1
2322,MA,RO,1
2323,MA,RU,1
2324,MA,SM,1
2325,MA,SK,1
2326,MA,SI,1
2327,MA,ES,1
2328,MA,SE,1
2329,MA,CH,1
2330,MA,TN,1
2331,MA,TR,1
2332,MA,UA,1
2333,MA,GB,1
2334,MZ,,1
2335,MZ,RW,1
2336,MZ,ST,1
2337,MZ,SN,1
2338,MZ,SC,1
2339,MZ,SL,1
2340,MZ,SO,1
2341,MZ,ZA,1
2342,MZ,SS,1
2343,MZ,SD,1
2344,MZ,TG,1
2345,MZ,UG,1
2346,MZ,TZ,1
2347,MZ,ZM,1
2348,MZ,ZW,1
2349,MM,NP,1
2350,MM,PK,1
2351,MM,PH,1
2352,MM,QA,1
2353,KR,MM,1
2354,MM,SA,1
2355,MM,SG,1
2356,MM,LK,1
2357,MM,TJ,1
2358,MM,TH,1
2359,MM,TL,1
2360,MM,TM,1
2361,AE,MM,1
2362,MM,UZ,1
2363,MM,VN,1
2364,,RW,1
2365,,ST,1
2366,,SN,1
2367,,SC,1
2368,,SL,1
2369,,SO,1
2370,,ZA,1
2371,,SS,1
2372,,SD,1
2373,,TG,1
2374,,UG,1
2375,,TZ,1
2376,,ZM,1
2377,,ZW,1
2378,NR,NZ,1
2379,NR,PW,1
2380,PG,NR,1
2381,NR,WS,1
2382,NR,SB,1
2383,NR,TO,1
2384,NR,TV,1
2385,NR,VU,1
2386,NP,PK,1
2387,NP,PH,1
2388,NP,QA,1
2389,KR,NP,1
2390,NP,SA,1
2391,NP,SG,1
2392,NP,LK,1
2393,NP,TJ,1
2394,NP,TH,1
2395,NP,TL,1
2396,NP,TM,1
2397,AE,NP,1
2398,NP,UZ,1
2399,NP,VN,1
2400,NL,NO,1
2401,NL,PL,1
2402,NL,PT,1
2403,MD,NL,1
2404,NL,RO,1
2405,NL,RU,1
2406,NL,SM,1
2407,NL,SK,1
2408,NL,SI,1
2409,NL,ES,1
2410,NL,SE,1
2411,NL,CH,1
2412,NL,TN,1
2413,NL,TR,1
2414,NL,UA,1
2415,NL,GB,1
2416,NZ,PW,1
2417,PG,NZ,1
2418,NZ,WS,1
2419,NZ,SB,1
2420,NZ,TO,1
2421,NZ,TV,1
2422,NZ,VU,1
2423,NI,PA,1
2424,TT,NI,1
2425,NI,US,1
2426,NO,PL,1
2427,NO,PT,1
2428,MD,NO,1
2429,NO,RO,1
2430,NO,RU,1
2431,NO,SM,1
2432,NO,SK,1
2433,NO,SI,1
2434,NO,ES,1
2435,NO,SE,1
2436,NO,CH,1
2437,NO,TN,1
2438,NO,TR,1
2439,NO,UA,1
2440,NO,GB,1
2441,PK,PH,1
2442,PK,QA,1
2443,KR,PK,1
2444,PK,SA,1
2445,PK,SG,1
2446,PK,LK,1
2447,PK,TJ,1
2448,PK,TH,1
2449,PK,TL,1
2450,PK,TM,1
2451,AE,PK,1
2452,PK,UZ,1
2453,PK,VN,1
2454,PG,PW,1
2455,PW,WS,1
2456,PW,SB,1
2457,PW,TO,1
2458,PW,TV,1
2459,PW,VU,1
2460,TT,PA,1
2461,PA,US,1
2462,PG,WS,1
2463,PG,SB,1
2464,PG,TO,1
2465,PG,TV,1
2466,PG,VU,1
2467,PY,PE,1
2468,PY,SR,1
2469,PY,UY,1
2470,PY,VE,1
2471,PE,SR,1
2472,PE,UY,1
2473,PE,VE,1
2474,PH,QA,1
2475,KR,PH,1
2476,PH,SA,1
2477,PH,SG,1
2478,PH,LK,1
2479,PH,TJ,1
2480,PH,TH,1
2481,PH,TL,1
2482,PH,TM,1
2483,AE,PH,1
2484,PH,UZ,1
2485,PH,VN,1
2486,PL,PT,1
2487,MD,PL,1
2488,PL,RO,1
2489,PL,RU,1
2490,PL,SM,1
2491,PL,SK,1
2492,PL,SI,1
2493,PL,ES,1
2494,PL,SE,1
2495,PL,CH,1
2496,PL,TN,1
2497,PL,TR,1
2498,PL,UA,1
2499,PL,GB,1
2500,MD,PT,1
2501,PT,RO,1
2502,PT,RU,1
2503,PT,SM,1
2504,PT,SK,1
2505,PT,SI,1
2506,PT,ES,1
2507,PT,SE,1
2508,PT,CH,1
2509,PT,TN,1
2510,PT,TR,1
2511,PT,UA,1
2512,PT,GB,1
2513,KR,QA,1
2514,QA,SA,1
2515,QA,SG,1
2516,QA,LK,1
2517,QA,TJ,1
2518,QA,TH,1
2519,QA,TL,1
2520,QA,TM,1
2521,AE,QA,1
2522,QA,UZ,1
2523,QA,VN,1
2524,KR,SA,1
2525,KR,SG,1
2526,KR,LK,1
2527,KR,TJ,1
2528,KR,TH,1
2529,KR,TL,1
2530,KR,TM,1
2531,KR,AE,1
2532,KR,UZ,1
2533,KR,VN,1
2534,MD,RO,1
2535,MD,RU,1
2536,MD,SM,1
2537,MD,SK,1
2538,MD,SI,1
2539,MD,ES,1
2540,MD,SE,1
2541,MD,CH,1
2542,MD,TN,1
2543,MD,TR,1
2544,MD,UA,1
2545,MD,GB,1
2546,RO,RU,1
2547,RO,SM,1
2548,RO,SK,1
2549,RO,SI,1
2550,RO,ES,1
2551,RO,SE,1
2552,RO,CH,1
